applicant_id,jurisdiction,age,age_group,gender,protected_group,income,employment_status,credit_score,debt_to_income,loan_amount,loan_term_months,loan_purpose,prior_default,region_risk_score,default_next_12m,model_score,approved,manual_review,decision_reason_1,decision_reason_2
APP-02478,Singapore,73,65+,Female,1,83361,Self-employed,708,0.419,75178,36,Education,0,0.553,1,0.0856,1,0,Approved,Approved
APP-02479,EU,59,50-64,Female,0,29740,Unemployed,601,0.384,15865,36,Home improvement,0,0.493,0,0.2703,0,0,Low credit score,High debt-to-income ratio
APP-02480,Singapore,22,18-24,Male,1,103032,Full-time,616,0.58,21670,36,Credit card consolidation,0,0.321,1,0.2053,0,1,High debt-to-income ratio,Low credit score
APP-02481,US,71,65+,Female,0,37872,Part-time,709,0.217,61552,12,Education,0,0.184,0,0.0333,1,0,Approved,Approved
APP-02482,US,37,35-49,Male,1,36170,Full-time,641,0.469,68882,48,Credit card consolidation,0,0.738,1,0.2513,0,0,Elevated regional portfolio risk,High debt-to-income ratio
APP-02483,UK,42,35-49,Male,1,36752,Full-time,616,0.356,23841,24,Credit card consolidation,0,0.715,1,0.1791,1,0,Approved,Approved
APP-02484,EU,27,25-34,Male,0,68214,Self-employed,752,0.167,71255,12,Auto,0,0.545,0,0.0195,1,0,Approved,Approved
APP-02485,Singapore,48,35-49,Female,0,42522,Self-employed,611,0.119,12112,24,Home improvement,0,0.376,0,0.0557,1,0,Approved,Approved
APP-02486,Singapore,59,50-64,Male,1,66968,Full-time,648,0.119,24605,12,Home improvement,0,0.341,0,0.0349,1,0,Approved,Approved
APP-02487,EU,29,25-34,Male,1,97291,Full-time,534,0.196,20403,60,Credit card consolidation,0,0.773,0,0.1663,1,0,Approved,Approved
APP-02488,US,38,35-49,Male,0,76600,Full-time,647,0.115,114267,60,Small business,0,0.303,0,0.0396,1,0,Approved,Approved
APP-02489,Singapore,51,50-64,Female,1,175881,Self-employed,604,0.254,16588,24,Auto,0,0.589,0,0.0674,1,0,Approved,Approved
APP-02490,EU,39,35-49,Male,0,35954,Self-employed,688,0.243,15689,60,Credit card consolidation,0,0.392,0,0.0476,1,0,Approved,Approved
APP-02491,US,31,25-34,Male,0,71359,Full-time,685,0.35,80197,36,Small business,0,0.3,0,0.068,1,0,Approved,Approved
APP-02492,Singapore,25,25-34,Female,0,52440,Full-time,787,0.094,30435,24,Personal,0,0.819,0,0.0146,1,0,Approved,Approved
APP-02493,US,54,50-64,Male,0,50620,Part-time,548,0.292,47640,60,Home improvement,1,0.386,1,0.473,0,0,Prior default history,Low credit score
APP-02494,US,54,50-64,Female,1,75717,Full-time,818,0.465,72787,12,Home improvement,0,0.794,0,0.0555,1,0,Approved,Approved
APP-02495,US,61,50-64,Male,0,22233,Full-time,611,0.553,55124,24,Auto,0,0.569,1,0.3909,0,0,High debt-to-income ratio,Low credit score
APP-02496,UK,43,35-49,Male,0,63580,Full-time,810,0.499,42565,36,Small business,0,0.423,0,0.0502,1,0,Approved,Approved
APP-02497,US,18,18-24,Female,0,39911,Full-time,700,0.069,25604,36,Credit card consolidation,0,0.321,0,0.0166,1,0,Approved,Approved
APP-02498,US,75,65+,Male,1,198565,Unemployed,697,0.217,41124,48,Credit card consolidation,0,0.615,0,0.0297,1,0,Approved,Approved
APP-02499,US,58,50-64,Male,0,49093,Full-time,681,0.437,76460,60,Personal,0,0.363,0,0.1238,1,0,Approved,Approved
APP-02500,EU,48,35-49,Female,1,81946,Part-time,619,0.319,19359,60,Personal,0,0.589,0,0.1533,1,0,Approved,Approved
APP-02501,Singapore,49,35-49,Male,0,85264,Full-time,674,0.433,59464,60,Home improvement,0,0.338,0,0.1134,1,0,Approved,Approved
APP-02502,UK,60,50-64,Male,1,58947,Full-time,519,0.073,35642,36,Auto,0,0.805,0,0.1664,1,0,Approved,Approved
APP-02503,US,43,35-49,Female,1,136144,Part-time,676,0.358,24427,48,Auto,0,0.304,0,0.0659,1,0,Approved,Approved
APP-02504,US,69,65+,Female,0,82413,Part-time,725,0.528,15691,60,Home improvement,1,0.611,0,0.352,0,0,Prior default history,High debt-to-income ratio
APP-02505,EU,48,35-49,Male,0,43554,Full-time,551,0.256,44694,36,Small business,0,0.405,0,0.182,1,1,Approved,Approved
APP-02506,EU,20,18-24,Male,1,20691,Full-time,642,0.215,16438,36,Small business,1,0.612,0,0.2188,0,1,Prior default history,Elevated regional portfolio risk
APP-02507,EU,73,65+,Female,0,34399,Full-time,710,0.16,56441,84,Auto,0,0.437,0,0.0442,1,0,Approved,Approved
APP-02508,EU,35,35-49,Male,0,31648,Full-time,714,0.421,71678,24,Small business,0,0.747,0,0.1338,1,0,Approved,Approved
APP-02509,EU,49,35-49,Male,1,53929,Full-time,599,0.343,14158,36,Personal,0,0.47,0,0.1567,1,0,Approved,Approved
APP-02510,US,35,35-49,Male,0,31832,Full-time,776,0.283,14125,36,Home improvement,0,0.466,0,0.0321,1,0,Approved,Approved
APP-02511,Singapore,34,25-34,Female,1,68127,Full-time,526,0.092,42862,84,Credit card consolidation,0,0.4,0,0.1033,1,0,Approved,Approved
APP-02512,EU,47,35-49,Female,1,56919,Full-time,592,0.19,62833,60,Home improvement,0,0.318,0,0.0958,1,0,Approved,Approved
APP-02513,EU,29,25-34,Male,0,29239,Part-time,761,0.25,101739,84,Personal,0,0.651,0,0.0548,1,0,Approved,Approved
APP-02514,US,38,35-49,Male,1,41624,Full-time,837,0.103,12536,60,Auto,1,0.465,0,0.0228,1,0,Approved,Approved
APP-02515,EU,53,50-64,Male,0,49687,Full-time,698,0.247,86042,36,Personal,0,0.05,0,0.031,1,0,Approved,Approved
APP-02516,US,61,50-64,Female,0,64699,Part-time,732,0.12,30129,36,Personal,1,0.9,0,0.0938,1,0,Approved,Approved
APP-02517,Singapore,71,65+,Male,0,18000,Full-time,573,0.35,73113,36,Home improvement,0,0.381,1,0.249,0,0,Low credit score,Income insufficient for requested loan
APP-02518,EU,68,65+,Female,1,40385,Full-time,739,0.181,34529,36,Auto,0,0.267,0,0.0238,1,0,Approved,Approved
APP-02519,US,72,65+,Female,0,93296,Self-employed,788,0.274,30846,36,Credit card consolidation,0,0.379,0,0.0158,1,0,Approved,Approved
APP-02520,EU,62,50-64,Male,0,51763,Full-time,714,0.186,14198,60,Personal,0,0.534,0,0.0376,1,0,Approved,Approved
APP-02521,EU,44,35-49,Female,1,55032,Part-time,826,0.222,15214,48,Credit card consolidation,0,0.561,0,0.0163,1,0,Approved,Approved
APP-02522,EU,56,50-64,Male,0,30380,Full-time,650,0.174,71721,36,Home improvement,0,0.47,0,0.069,1,0,Approved,Approved
APP-02523,Singapore,48,35-49,Male,0,63316,Full-time,622,0.168,144459,24,Home improvement,0,0.566,0,0.0809,1,0,Approved,Approved
APP-02524,UK,31,25-34,Male,0,54563,Part-time,769,0.168,24893,36,Home improvement,0,0.654,1,0.0273,1,0,Approved,Approved
APP-02525,US,21,18-24,Female,1,46138,Unemployed,787,0.389,15635,24,Auto,0,0.835,0,0.0742,1,0,Approved,Approved
APP-02526,US,55,50-64,Male,0,43336,Unemployed,636,0.23,44153,24,Credit card consolidation,0,0.529,0,0.0949,1,0,Approved,Approved
APP-02527,Singapore,44,35-49,Male,0,56913,Full-time,607,0.451,17556,36,Small business,0,0.628,0,0.2698,0,0,Low credit score,High debt-to-income ratio
APP-02528,EU,74,65+,Female,1,100225,Self-employed,689,0.301,90014,36,Home improvement,0,0.467,0,0.0587,1,0,Approved,Approved
APP-02529,US,75,65+,Female,0,30860,Full-time,763,0.172,20444,60,Credit card consolidation,0,0.456,0,0.0223,1,0,Approved,Approved
APP-02530,UK,55,50-64,Male,0,157077,Self-employed,642,0.355,76005,12,Home improvement,0,0.385,0,0.0657,1,0,Approved,Approved
APP-02531,EU,60,50-64,Male,0,139830,Full-time,657,0.219,23225,60,Personal,0,0.511,1,0.0446,1,0,Approved,Approved
APP-02532,US,53,50-64,Female,0,67478,Full-time,775,0.135,78997,48,Auto,0,0.376,0,0.0145,1,0,Approved,Approved
APP-02533,EU,20,18-24,Female,0,67479,Full-time,777,0.194,19194,84,Education,0,0.184,0,0.0134,1,0,Approved,Approved
APP-02534,US,48,35-49,Male,0,130419,Full-time,705,0.529,144362,48,Credit card consolidation,0,0.666,0,0.127,1,0,Approved,Approved
APP-02535,US,27,25-34,Female,0,46453,Self-employed,604,0.377,68925,12,Education,0,0.524,0,0.1651,1,0,Approved,Approved
APP-02536,EU,37,35-49,Male,1,111678,Part-time,616,0.14,61711,36,Home improvement,0,0.622,1,0.0711,1,0,Approved,Approved
APP-02537,US,31,25-34,Female,0,84592,Full-time,616,0.265,39437,24,Credit card consolidation,0,0.45,0,0.0747,1,0,Approved,Approved
APP-02538,US,48,35-49,Female,0,64969,Full-time,623,0.208,29546,48,Credit card consolidation,0,0.676,0,0.0885,1,0,Approved,Approved
APP-02539,Singapore,30,25-34,Female,1,31284,Full-time,583,0.101,76940,24,Credit card consolidation,0,0.587,0,0.0793,1,0,Approved,Approved
APP-02540,US,75,65+,Male,0,75803,Full-time,824,0.469,62322,60,Auto,0,0.352,0,0.04,1,0,Approved,Approved
APP-02541,US,59,50-64,Male,0,50340,Full-time,514,0.211,40690,36,Education,0,0.578,0,0.2162,0,1,Low credit score,Elevated regional portfolio risk
APP-02542,US,66,65+,Male,1,53860,Full-time,598,0.291,16386,12,Auto,1,0.414,1,0.2797,0,0,Prior default history,Low credit score
APP-02543,UK,18,18-24,Female,0,24255,Full-time,640,0.306,48157,36,Credit card consolidation,0,0.326,0,0.0871,1,0,Approved,Approved
APP-02544,Singapore,31,25-34,Male,0,49474,Full-time,657,0.445,43045,24,Credit card consolidation,0,0.671,0,0.1629,1,0,Approved,Approved
APP-02545,US,53,50-64,Female,0,23201,Self-employed,535,0.16,104072,48,Credit card consolidation,0,0.524,0,0.1618,1,0,Approved,Approved
APP-02546,US,21,18-24,Male,0,104777,Self-employed,786,0.222,66036,48,Credit card consolidation,0,0.824,0,0.0198,1,0,Approved,Approved
APP-02547,US,64,50-64,Male,0,18000,Full-time,850,0.184,16364,36,Home improvement,0,0.262,0,0.0095,1,0,Approved,Approved
APP-02548,US,21,18-24,Male,0,103416,Full-time,554,0.24,14764,36,Small business,0,0.739,0,0.1662,1,0,Approved,Approved
APP-02549,EU,73,65+,Female,0,86677,Full-time,643,0.26,10617,60,Education,0,0.761,0,0.1041,1,0,Approved,Approved
APP-02550,EU,33,25-34,Male,0,23418,Part-time,668,0.544,69055,48,Credit card consolidation,0,0.391,0,0.2333,0,0,High debt-to-income ratio,Income insufficient for requested loan
APP-02551,EU,53,50-64,Male,0,57680,Unemployed,528,0.151,33861,24,Credit card consolidation,0,0.491,0,0.1499,1,0,Approved,Approved
APP-02552,UK,33,25-34,Female,0,91296,Full-time,716,0.392,66310,60,Personal,0,0.442,0,0.064,1,0,Approved,Approved
APP-02553,US,68,65+,Female,0,81385,Self-employed,766,0.341,38897,48,Small business,0,0.612,1,0.0452,1,0,Approved,Approved
APP-02554,US,75,65+,Male,1,179291,Unemployed,447,0.401,7464,48,Home improvement,1,0.442,0,0.6685,0,0,Low credit score,Prior default history
APP-02555,EU,23,18-24,Male,1,48279,Part-time,748,0.49,31460,24,Home improvement,1,0.735,0,0.2906,0,0,Prior default history,Elevated regional portfolio risk
APP-02556,US,57,50-64,Female,1,31247,Full-time,632,0.3,55999,36,Home improvement,0,0.359,0,0.1168,1,0,Approved,Approved
APP-02557,US,21,18-24,Female,0,39474,Full-time,608,0.108,11837,24,Auto,0,0.698,0,0.0783,1,0,Approved,Approved
APP-02558,EU,66,65+,Female,1,40995,Unemployed,728,0.441,15422,60,Personal,1,0.708,0,0.3203,0,0,Prior default history,Elevated regional portfolio risk
APP-02559,EU,30,25-34,Male,0,54458,Self-employed,631,0.348,25280,60,Small business,0,0.607,1,0.1595,1,0,Approved,Approved
APP-02560,Singapore,35,35-49,Female,1,67888,Part-time,640,0.261,42422,60,Credit card consolidation,0,0.705,0,0.1165,1,0,Approved,Approved
APP-02561,US,64,50-64,Male,0,77978,Full-time,768,0.105,17603,24,Credit card consolidation,0,0.601,0,0.0123,1,0,Approved,Approved
APP-02562,US,64,50-64,Female,0,65399,Full-time,673,0.089,39773,12,Credit card consolidation,0,0.58,0,0.0279,1,0,Approved,Approved
APP-02563,EU,67,65+,Male,1,58203,Unemployed,756,0.25,46834,48,Auto,0,0.538,0,0.0452,1,0,Approved,Approved
APP-02564,US,51,50-64,Male,1,75332,Part-time,632,0.29,52043,36,Home improvement,0,0.382,0,0.1071,1,0,Approved,Approved
APP-02565,US,43,35-49,Female,0,51506,Self-employed,679,0.362,58849,36,Home improvement,0,0.353,0,0.0849,1,0,Approved,Approved
APP-02566,Singapore,38,35-49,Female,0,76047,Full-time,835,0.402,32532,36,Credit card consolidation,0,0.707,0,0.0282,1,0,Approved,Approved
APP-02567,Singapore,48,35-49,Male,1,20928,Part-time,636,0.237,12556,36,Education,0,0.606,0,0.1199,1,0,Approved,Approved
APP-02568,Singapore,45,35-49,Male,1,38252,Self-employed,553,0.63,102129,48,Credit card consolidation,0,0.255,0,0.4647,0,0,Low credit score,High debt-to-income ratio
APP-02569,UK,26,25-34,Male,1,71121,Self-employed,784,0.192,20508,48,Education,0,0.458,0,0.0142,1,0,Approved,Approved
APP-02570,US,66,65+,Male,0,41888,Full-time,718,0.264,32337,48,Personal,0,0.477,0,0.0487,1,0,Approved,Approved
APP-02571,US,39,35-49,Female,1,48346,Unemployed,578,0.66,62955,24,Credit card consolidation,0,0.82,0,0.625,0,0,High debt-to-income ratio,Low credit score
APP-02572,US,66,65+,Male,1,31325,Full-time,720,0.384,32875,36,Small business,0,0.317,0,0.0742,1,0,Approved,Approved
APP-02573,US,23,18-24,Female,0,68483,Full-time,677,0.258,26827,36,Auto,1,0.344,0,0.1214,1,0,Approved,Approved
APP-02574,US,61,50-64,Female,0,105948,Unemployed,756,0.297,58426,36,Credit card consolidation,0,0.452,0,0.0312,1,0,Approved,Approved
APP-02575,Singapore,73,65+,Female,1,32524,Part-time,591,0.154,33860,60,Personal,0,0.367,0,0.1078,1,0,Approved,Approved
APP-02576,EU,33,25-34,Female,0,64919,Self-employed,640,0.594,64490,36,Auto,0,0.579,1,0.3099,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-02577,EU,75,65+,Female,1,72620,Part-time,750,0.444,220070,36,Home improvement,0,0.533,0,0.106,1,0,Approved,Approved
APP-02578,Singapore,63,50-64,Male,0,18000,Full-time,632,0.299,56326,36,Personal,0,0.635,0,0.1513,1,0,Approved,Approved
APP-02579,EU,43,35-49,Female,0,65939,Full-time,582,0.203,37213,36,Education,0,0.518,0,0.104,1,0,Approved,Approved
APP-02580,EU,44,35-49,Male,0,35831,Full-time,652,0.224,66606,24,Personal,1,0.754,0,0.2137,0,1,Prior default history,Elevated regional portfolio risk
APP-02581,EU,48,35-49,Female,1,25154,Full-time,586,0.347,78008,60,Credit card consolidation,1,0.423,0,0.4059,0,0,Prior default history,Low credit score
APP-02582,US,28,25-34,Male,0,40578,Part-time,631,0.15,43818,24,Auto,0,0.59,0,0.0826,1,0,Approved,Approved
APP-02583,Singapore,65,65+,Male,0,53321,Full-time,627,0.204,14926,24,Education,0,0.321,0,0.0594,1,0,Approved,Approved
APP-02584,EU,50,50-64,Female,1,64944,Full-time,566,0.451,31120,48,Education,0,0.483,1,0.2939,0,0,Low credit score,High debt-to-income ratio
APP-02585,US,69,65+,Male,0,57053,Full-time,714,0.08,44453,36,Credit card consolidation,0,0.95,0,0.0332,1,0,Approved,Approved
APP-02586,EU,53,50-64,Female,1,51763,Full-time,675,0.303,9819,36,Credit card consolidation,0,0.652,0,0.0826,1,0,Approved,Approved
APP-02587,US,51,50-64,Female,0,89974,Full-time,708,0.221,17897,36,Auto,0,0.174,0,0.0246,1,0,Approved,Approved
APP-02588,EU,37,35-49,Male,0,60453,Full-time,737,0.457,15146,60,Auto,0,0.658,0,0.1099,1,0,Approved,Approved
APP-02589,UK,45,35-49,Female,0,39104,Unemployed,703,0.23,47977,60,Auto,0,0.535,1,0.0731,1,0,Approved,Approved
APP-02590,Singapore,72,65+,Male,0,44255,Full-time,669,0.129,48431,60,Auto,0,0.397,0,0.0457,1,0,Approved,Approved
APP-02591,EU,51,50-64,Male,0,37653,Full-time,605,0.362,47078,60,Auto,0,0.835,1,0.2923,0,0,Elevated regional portfolio risk,Low credit score
APP-02592,EU,46,35-49,Female,1,41269,Full-time,672,0.311,6463,84,Auto,1,0.205,1,0.1843,1,1,Approved,Approved
APP-02593,Singapore,38,35-49,Male,0,50253,Full-time,743,0.107,28036,60,Auto,0,0.451,0,0.0201,1,0,Approved,Approved
APP-02594,EU,54,50-64,Male,0,27782,Full-time,612,0.215,165601,48,Auto,1,0.604,0,0.3134,0,0,Income insufficient for requested loan,Prior default history
APP-02595,US,44,35-49,Male,1,103593,Part-time,682,0.21,72039,60,Credit card consolidation,0,0.508,1,0.0461,1,0,Approved,Approved
APP-02596,US,40,35-49,Female,0,135579,Self-employed,804,0.227,22670,60,Personal,0,0.313,0,0.0089,1,0,Approved,Approved
APP-02597,US,59,50-64,Female,0,125084,Full-time,819,0.037,28771,24,Auto,0,0.547,0,0.0049,1,0,Approved,Approved
APP-02598,EU,33,25-34,Female,1,151676,Full-time,595,0.204,106276,36,Credit card consolidation,1,0.787,0,0.1888,1,1,Approved,Approved
APP-02599,EU,43,35-49,Female,1,43104,Full-time,531,0.384,35803,48,Small business,0,0.709,0,0.4141,0,0,Low credit score,Elevated regional portfolio risk
APP-02600,UK,48,35-49,Male,1,36721,Full-time,623,0.288,41619,60,Personal,0,0.309,0,0.1062,1,0,Approved,Approved
APP-02601,US,23,18-24,Female,0,86000,Full-time,582,0.288,26015,36,Credit card consolidation,0,0.176,0,0.0822,1,0,Approved,Approved
APP-02602,US,48,35-49,Male,0,49854,Self-employed,674,0.541,75372,12,Small business,0,0.516,0,0.1979,1,1,Approved,Approved
APP-02603,EU,39,35-49,Female,1,21544,Full-time,653,0.184,50920,36,Personal,0,0.92,0,0.1027,1,0,Approved,Approved
APP-02604,US,55,50-64,Female,0,167180,Full-time,664,0.055,101301,36,Credit card consolidation,0,0.392,0,0.0139,1,0,Approved,Approved
APP-02605,US,25,25-34,Female,0,39474,Full-time,597,0.305,25007,36,Credit card consolidation,0,0.555,0,0.1461,1,0,Approved,Approved
APP-02606,EU,23,18-24,Female,0,30919,Full-time,699,0.409,84884,84,Small business,0,0.485,0,0.1349,1,0,Approved,Approved
APP-02607,EU,27,25-34,Female,0,30769,Full-time,639,0.404,34693,24,Auto,0,0.396,0,0.1523,1,0,Approved,Approved
APP-02608,US,50,50-64,Male,0,96157,Part-time,711,0.379,15958,36,Education,0,0.484,0,0.0685,1,0,Approved,Approved
APP-02609,US,42,35-49,Female,0,46318,Self-employed,580,0.364,84613,36,Auto,0,0.5,0,0.2277,0,1,Low credit score,High debt-to-income ratio
APP-02610,US,29,25-34,Female,1,65165,Self-employed,693,0.087,29761,36,Credit card consolidation,0,0.459,0,0.0194,1,0,Approved,Approved
APP-02611,EU,27,25-34,Male,0,103736,Full-time,731,0.549,21655,48,Education,0,0.312,0,0.0789,1,0,Approved,Approved
APP-02612,US,52,50-64,Male,1,51893,Full-time,658,0.279,17401,60,Personal,1,0.401,0,0.1815,1,1,Approved,Approved
APP-02613,Singapore,19,18-24,Female,1,29631,Full-time,656,0.494,25225,24,Credit card consolidation,0,0.392,0,0.1572,1,0,Approved,Approved
APP-02614,EU,37,35-49,Female,0,45717,Unemployed,686,0.248,39155,60,Education,0,0.603,0,0.0834,1,0,Approved,Approved
APP-02615,Singapore,38,35-49,Female,0,71155,Full-time,511,0.395,27701,48,Auto,0,0.44,1,0.3519,0,0,Low credit score,High debt-to-income ratio
APP-02616,EU,37,35-49,Male,0,103468,Full-time,701,0.126,16120,24,Personal,0,0.523,0,0.0202,1,0,Approved,Approved
APP-02617,US,53,50-64,Male,1,40452,Full-time,506,0.209,10135,12,Credit card consolidation,0,0.275,0,0.1496,1,0,Approved,Approved
APP-02618,EU,21,18-24,Male,1,103146,Full-time,626,0.245,138034,36,Home improvement,1,0.373,0,0.1666,1,0,Approved,Approved
APP-02619,US,57,50-64,Female,0,19334,Full-time,699,0.173,51597,48,Personal,0,0.639,0,0.053,1,0,Approved,Approved
APP-02620,US,34,25-34,Male,0,42799,Full-time,639,0.11,33570,24,Small business,0,0.625,0,0.0574,1,0,Approved,Approved
APP-02621,Singapore,24,18-24,Female,1,18000,Full-time,604,0.22,14016,60,Education,0,0.512,0,0.1198,1,0,Approved,Approved
APP-02622,UK,36,35-49,Male,0,40387,Full-time,850,0.337,27084,60,Home improvement,0,0.557,0,0.0246,1,0,Approved,Approved
APP-02623,Singapore,48,35-49,Male,0,51339,Full-time,581,0.681,31164,48,Home improvement,0,0.499,0,0.5545,0,0,High debt-to-income ratio,Low credit score
APP-02624,Singapore,43,35-49,Female,0,67815,Full-time,599,0.069,30336,36,Auto,1,0.415,0,0.1237,1,0,Approved,Approved
APP-02625,US,49,35-49,Male,0,35186,Unemployed,723,0.308,137930,48,Credit card consolidation,0,0.537,0,0.0763,1,0,Approved,Approved
APP-02626,Singapore,57,50-64,Male,0,29544,Part-time,644,0.188,43250,24,Credit card consolidation,0,0.469,0,0.0715,1,0,Approved,Approved
APP-02627,EU,26,25-34,Female,0,50683,Full-time,751,0.212,112329,36,Personal,0,0.45,0,0.0253,1,0,Approved,Approved
APP-02628,EU,58,50-64,Female,0,46113,Full-time,562,0.366,12627,48,Auto,0,0.507,0,0.2746,0,0,Low credit score,High debt-to-income ratio
APP-02629,EU,50,50-64,Male,1,23732,Full-time,744,0.182,55816,36,Small business,0,0.524,0,0.0332,1,0,Approved,Approved
APP-02630,US,39,35-49,Male,1,23034,Full-time,836,0.412,28198,60,Auto,0,0.527,0,0.0409,1,0,Approved,Approved
APP-02631,Singapore,68,65+,Female,0,94268,Full-time,697,0.398,257123,48,Home improvement,0,0.496,0,0.108,1,0,Approved,Approved
APP-02632,US,30,25-34,Female,0,71100,Full-time,799,0.189,39038,24,Auto,0,0.473,0,0.0136,1,0,Approved,Approved
APP-02633,US,62,50-64,Male,0,52674,Full-time,703,0.35,15399,36,Education,0,0.449,0,0.0679,1,0,Approved,Approved
APP-02634,US,27,25-34,Female,0,103198,Full-time,819,0.613,99525,24,Credit card consolidation,0,0.734,0,0.0708,1,0,Approved,Approved
APP-02635,US,71,65+,Female,1,56699,Full-time,654,0.195,106865,60,Auto,0,0.393,0,0.0676,1,0,Approved,Approved
APP-02636,US,74,65+,Female,0,50121,Self-employed,761,0.506,26282,60,Personal,0,0.301,0,0.0734,1,0,Approved,Approved
APP-02637,US,33,25-34,Female,1,155861,Part-time,713,0.135,14475,60,Personal,0,0.92,0,0.0308,1,0,Approved,Approved
APP-02638,UK,26,25-34,Male,1,157700,Full-time,742,0.347,36688,12,Auto,0,0.578,0,0.0306,1,0,Approved,Approved
APP-02639,Singapore,39,35-49,Female,0,95426,Full-time,695,0.268,26500,60,Personal,0,0.512,0,0.0474,1,0,Approved,Approved
APP-02640,Singapore,75,65+,Female,0,82365,Full-time,670,0.314,21689,24,Education,0,0.347,0,0.0589,1,0,Approved,Approved
APP-02641,EU,50,50-64,Male,0,34013,Full-time,721,0.02,34619,60,Credit card consolidation,0,0.73,0,0.022,1,0,Approved,Approved
APP-02642,US,65,65+,Female,0,77147,Full-time,840,0.156,17763,36,Home improvement,0,0.467,0,0.0086,1,0,Approved,Approved
APP-02643,US,26,25-34,Male,0,18000,Full-time,534,0.319,14433,36,Auto,0,0.543,1,0.3017,0,0,Low credit score,Elevated regional portfolio risk
APP-02644,US,57,50-64,Male,0,75828,Full-time,619,0.224,7304,60,Personal,0,0.347,0,0.0719,1,0,Approved,Approved
APP-02645,UK,26,25-34,Male,0,51287,Full-time,595,0.674,20591,36,Credit card consolidation,0,0.677,0,0.4948,0,0,High debt-to-income ratio,Low credit score
APP-02646,US,53,50-64,Male,1,45655,Full-time,610,0.207,22325,24,Small business,0,0.335,0,0.081,1,0,Approved,Approved
APP-02647,Singapore,55,50-64,Female,0,25612,Part-time,576,0.265,76427,48,Credit card consolidation,0,0.854,0,0.2739,0,0,Low credit score,Elevated regional portfolio risk
APP-02648,US,66,65+,Male,1,50814,Full-time,735,0.404,41041,84,Personal,0,0.701,0,0.1063,1,0,Approved,Approved
APP-02649,EU,45,35-49,Male,0,156232,Unemployed,687,0.191,17963,12,Home improvement,0,0.729,0,0.0396,1,0,Approved,Approved
APP-02650,US,37,35-49,Male,1,30742,Full-time,787,0.231,31783,36,Home improvement,0,0.556,0,0.0264,1,0,Approved,Approved
APP-02651,EU,52,50-64,Male,0,35467,Full-time,635,0.104,46521,60,Auto,0,0.664,0,0.0753,1,0,Approved,Approved
APP-02652,US,33,25-34,Male,1,18000,Part-time,582,0.377,60008,60,Personal,1,0.455,1,0.5164,0,0,Prior default history,Low credit score
APP-02653,US,31,25-34,Male,0,22677,Full-time,531,0.121,133082,24,Small business,1,0.456,0,0.3167,0,0,Low credit score,Income insufficient for requested loan
APP-02654,US,53,50-64,Female,1,230290,Full-time,648,0.191,32716,60,Auto,0,0.475,0,0.0282,1,0,Approved,Approved
APP-02655,EU,37,35-49,Female,0,61178,Unemployed,772,0.312,13935,84,Home improvement,0,0.426,0,0.0467,1,0,Approved,Approved
APP-02656,Singapore,57,50-64,Female,0,55474,Self-employed,524,0.073,21097,36,Credit card consolidation,0,0.256,0,0.0727,1,0,Approved,Approved
APP-02657,US,75,65+,Male,1,57638,Full-time,716,0.422,44543,84,Credit card consolidation,0,0.468,0,0.0965,1,0,Approved,Approved
APP-02658,US,19,18-24,Female,0,92671,Full-time,654,0.099,29376,24,Small business,0,0.538,0,0.0323,1,0,Approved,Approved
APP-02659,EU,63,50-64,Male,1,35205,Self-employed,673,0.606,36224,36,Credit card consolidation,1,0.561,0,0.48,0,0,Prior default history,High debt-to-income ratio
APP-02660,EU,30,25-34,Female,1,54622,Full-time,747,0.207,70567,48,Personal,0,0.658,1,0.0326,1,0,Approved,Approved
APP-02661,US,48,35-49,Male,0,78527,Self-employed,717,0.232,43371,36,Personal,0,0.625,0,0.0373,1,0,Approved,Approved
APP-02662,US,21,18-24,Male,0,47687,Full-time,621,0.346,40410,48,Home improvement,0,0.848,1,0.2211,0,1,Elevated regional portfolio risk,Low credit score
APP-02663,UK,34,25-34,Male,0,71408,Self-employed,739,0.335,37367,36,Credit card consolidation,0,0.361,0,0.0329,1,0,Approved,Approved
APP-02664,EU,50,50-64,Female,1,40650,Part-time,514,0.386,103412,36,Home improvement,0,0.414,0,0.4216,0,0,Low credit score,High debt-to-income ratio
APP-02665,UK,36,35-49,Male,0,47896,Full-time,770,0.11,34295,48,Home improvement,0,0.687,0,0.0204,1,0,Approved,Approved
APP-02666,EU,42,35-49,Female,0,63251,Self-employed,667,0.308,9520,24,Home improvement,0,0.386,0,0.0674,1,0,Approved,Approved
APP-02667,US,47,35-49,Female,1,115615,Full-time,696,0.245,60435,84,Small business,0,0.566,0,0.0523,1,0,Approved,Approved
APP-02668,US,50,50-64,Female,0,27215,Full-time,654,0.577,40651,48,Small business,0,0.299,1,0.2644,0,0,High debt-to-income ratio,Low credit score
APP-02669,US,28,25-34,Female,0,84958,Full-time,733,0.222,9459,24,Credit card consolidation,1,0.449,0,0.0541,1,0,Approved,Approved
APP-02670,EU,41,35-49,Male,1,40772,Self-employed,653,0.188,135838,60,Home improvement,0,0.769,0,0.101,1,0,Approved,Approved
APP-02671,UK,29,25-34,Male,0,23218,Part-time,705,0.58,44661,24,Auto,0,0.37,0,0.206,0,1,High debt-to-income ratio,Income insufficient for requested loan
